scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
file-create-delete,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:45:10.2310151Z,file-create-delete,C:\bench\microbench\file-create-delete,0,2285,0,0,0,1034752,27209728,432.400,522.500,871.600,10809.500,100,5000,2191.659,451.238
archive-extract,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:45:40.1957992Z,archive-extract,C:\bench\microbench\archive-extract,0,19956,0,0,0,68230144,272921088,1890624.100,2894686.500,2894686.500,2894686.500,1,10,0.501,1994296.210
file-enum-large-dir,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:45:55.5268987Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,5311,0,0,0,29460992,62730240,5609.700,6697.100,8556.900,8556.900,1,50,204.145,4897.970
file-copy-large,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:46:06.3851042Z,file-copy-large,C:\bench\microbench\file-copy-large,0,867,0,0,0,0,104882176,35003.400,73840.300,73840.300,73840.300,1,10,25.634,39000.840
hardlink-create,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:46:18.1171438Z,hardlink-create,C:\bench\microbench\hardlink-create,0,1739,0,0,0,0,12288,343.000,440.400,470.700,675.200,1,5000,2877.593,346.066
junction-create,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:46:28.8435349Z,junction-create,C:\bench\microbench\junction-create,0,731,0,0,0,32768,0,352.700,402.400,464.700,10351.800,1,2000,2739.238,363.757
process-create-wait,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:46:54.8538972Z,process-create-wait,C:\bench\microbench\process-create-wait,0,16008,0,0,0,612352,319488,31497.600,34162.800,36952.700,123463.500,1,500,31.234,32015.380
ext-sensitivity-exe,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:47:09.3434081Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,4496,0,0,0,45056,55316480,441.800,487.200,549.700,21361.600,1,10000,2224.148,447.976
ext-sensitivity-dll,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:47:23.8011303Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,4456,0,0,0,2048,73777152,437.300,479.200,553.100,29090.400,1,10000,2244.375,444.274
ext-sensitivity-js,ms-defender,Windows Defender,4.18.2201.11,2026-04-16T05:47:38.2200845Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,4420,0,0,0,31232,52633600,437.000,474.800,520.200,17388.300,1,10000,2262.337,440.746
