scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:52:30.9078633Z,archive-extract,C:\bench\microbench\archive-extract,0,23208,0,0,0,31797248,289071104,2284437.400,2575867.600,2575867.600,2575867.600,1,10,0.431,2320726.190
com-create-instance,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:59.4015298Z,com-create-instance,C:\bench\microbench\com-create-instance,0,1527,0,0,0,118784,98304,281.700,389.600,760.100,5894.100,1,5000,3274.943,305.204
crypto-hash-verify,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:47.8723681Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,252,0,0,0,417792,16384,40.500,41.800,55.900,113.100,1,5000,24308.520,41.114
dll-load-unique,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:56:11.9899730Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,10463,0,0,0,1990656,4021571584,5162.000,6214.300,6959.100,18675.800,1,2000,191.158,5226.282
ext-sensitivity-dll,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:55:17.4495864Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,6545,0,0,0,0,67305472,640.200,721.000,852.800,13816.100,1,10000,1527.972,653.162
ext-sensitivity-exe,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:55:00.9101220Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,6634,0,0,0,72192,102834176,646.900,771.300,952.500,11269.900,1,10000,1507.391,661.687
ext-sensitivity-js,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:55:33.9961656Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,6540,0,0,0,31232,63553536,641.600,716.000,845.300,35060.900,1,10000,1529.055,652.692
ext-sensitivity-ps1,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:55:51.5339259Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,7537,0,0,0,65536,62586880,714.900,995.700,1304.500,30718.700,1,10000,1326.778,752.213
file-copy-large,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:52:56.1621701Z,file-copy-large,C:\bench\microbench\file-copy-large,0,846,0,0,0,0,3096576,36356.900,50158.300,50158.300,50158.300,1,10,25.996,38457.850
file-create-delete,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:51:57.6778023Z,file-create-delete,C:\bench\microbench\file-create-delete,0,3348,0,0,0,39344640,39768064,644.200,814.000,1031.400,12637.400,100,5000,1494.979,664.174
file-enum-large-dir,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:52:45.2968124Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,4375,0,0,0,209920,68718592,2613.800,3215.600,4845.700,4845.700,1,50,366.978,2724.816
file-write-content,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:56:28.8415173Z,file-write-content,C:\bench\microbench\file-write-content,0,6833,0,0,0,8192,33468416,654.400,766.200,968.200,20947.400,1,10000,1463.662,678.497
fs-watcher,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:59:36.3481245Z,fs-watcher,C:\bench\microbench\fs-watcher,0,4973,0,0,0,121344,40886272,951.600,1061.600,1241.400,17659.600,1,5000,1029.808,969.521
hardlink-create,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:53:09.3490284Z,hardlink-create,C:\bench\microbench\hardlink-create,0,3187,0,0,0,0,0,618.000,706.200,1167.000,2709.000,1,5000,1570.242,635.408
junction-create,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:53:51.2280878Z,junction-create,C:\bench\microbench\junction-create,1,0,0,0,0,0,0,,,,,0,0,0.000,0.000
mem-alloc-protect,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:57:28.9694567Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,160,0,0,0,0,0,2.900,3.200,4.600,364.700,1,50000,332477.536,2.970
mem-map-file,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:57:44.5835208Z,mem-map-file,C:\bench\microbench\mem-map-file,0,5591,0,0,0,32768,106467328,535.600,719.700,1055.200,2770.200,1,10000,1788.884,558.756
net-connect-loopback,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:57:55.3021005Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,700,0,0,0,167936,0,332.600,432.700,711.200,2370.300,1,2000,2900.281,344.585
net-dns-resolve,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:06.4924128Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,1178,0,0,0,8192,57344,236.100,258.400,273.100,7668.000,1,5000,4246.079,235.397
new-exe-run,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:56:48.2422158Z,new-exe-run,C:\bench\microbench\new-exe-run,0,9392,0,0,0,3906560,42426368,186475.400,196708.200,214056.500,214056.500,1,50,5.323,187580.128
new-exe-run-motw,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:57:07.6156412Z,new-exe-run-motw,C:\bench\microbench\new-exe-run-motw,0,9364,0,0,0,57344,39120896,185830.500,192368.200,209771.200,209771.200,1,50,5.340,187028.536
pipe-roundtrip,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:27.5541177Z,pipe-roundtrip,C:\bench\microbench\pipe-roundtrip,0,126,0,0,0,282624,0,55.500,64.000,138.200,319.200,1,2000,18098.991,55.086
process-create-wait,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:54:44.2812732Z,process-create-wait,C:\bench\microbench\process-create-wait,0,43038,0,0,0,123155456,131141632,85444.200,89546.500,93296.600,205451.400,1,500,11.618,86075.969
registry-crud,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:17.4151773Z,registry-crud,C:\bench\microbench\registry-crud,0,920,0,0,0,102400,0,177.800,228.100,250.700,4027.200,1,5000,5442.182,183.430
ripgrep-clean-build,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-20T00:00:04.8747797Z,cargo build --release,C:\bench\ripgrep,0,18222,148734,6015,1404,308625408,102813696,,,,,0,0,0.000,0.000
ripgrep-incremental-build,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-20T00:00:31.3193076Z,cargo build --release,C:\bench\ripgrep,0,6382,31171,859,466,0,24408064,,,,,0,0,0.000,0.000
roslyn-clean-build,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-20T00:04:40.9291357Z,"dotnet build ""C:\bench\roslyn\Roslyn.slnx"" -c Release /m /nr:false /p:RepositoryUrl=https://github.com/dotnet/roslyn /p:RepositoryCommit=358fc4c237c3ec174e66c5d6e430ba176bf793cf /p:RepositoryBranch=main",C:\bench\roslyn,0,228355,2906156,324468,8194,2665880576,32113135616,,,,,0,0,0.000,0.000
roslyn-incremental-build,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-20T00:06:01.7583207Z,"dotnet build ""C:\bench\roslyn\Roslyn.slnx"" -c Release /m /nr:false /p:RepositoryUrl=https://github.com/dotnet/roslyn /p:RepositoryCommit=358fc4c237c3ec174e66c5d6e430ba176bf793cf /p:RepositoryBranch=main",C:\bench\roslyn,0,60720,757093,142968,4873,163721728,1287442432,,,,,0,0,0.000,0.000
thread-create,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:57:18.8174456Z,thread-create,C:\bench\microbench\thread-create,0,1196,0,0,0,32768,0,224.700,282.600,656.700,2121.400,1,5000,4179.179,239.140
token-query,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:58:37.6133705Z,token-query,C:\bench\microbench\token-query,0,55,0,0,0,0,0,1.000,1.300,1.600,526.300,1,50000,920913.767,1.047
wmi-query,360ts,360 Total Security,"9, 2, 0, 1031",2026-04-19T23:59:21.3793324Z,wmi-query,C:\bench\microbench\wmi-query,0,11974,0,0,0,118784,491520,23678.200,26685.700,28332.300,47537.900,1,500,41.758,23819.547
