scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,avira,Avira Security,1.0.2604.8504,2026-04-19T03:45:02.2069762Z,archive-extract,C:\bench\microbench\archive-extract,0,16469,0,0,0,36210176,274853888,1597005.800,1935042.700,1935042.700,1935042.700,1,10,0.608,1645147.740
com-create-instance,avira,Avira Security,1.0.2604.8504,2026-04-19T03:51:16.0631581Z,com-create-instance,C:\bench\microbench\com-create-instance,0,717,0,0,0,233472,4096,123.400,205.400,236.100,16667.000,1,5000,6979.767,143.172
crypto-hash-verify,avira,Avira Security,1.0.2604.8504,2026-04-19T03:51:05.3274008Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,240,0,0,0,0,0,40.500,41.600,58.000,120.400,1,5000,24255.349,41.203
dll-load-unique,avira,Avira Security,1.0.2604.8504,2026-04-19T03:48:13.0101476Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,44763,0,0,0,16567296,4021678080,22055.400,23424.600,24410.900,546430.100,1,2000,44.681,22372.780
ext-sensitivity-dll,avira,Avira Security,1.0.2604.8504,2026-04-19T03:46:48.1036987Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,5002,0,0,0,0,38666240,473.300,613.500,849.500,11603.700,1,10000,1999.179,498.956
ext-sensitivity-exe,avira,Avira Security,1.0.2604.8504,2026-04-19T03:46:33.1076390Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,5004,0,0,0,0,35909632,473.500,604.500,786.200,32350.800,1,10000,1998.634,498.719
ext-sensitivity-js,avira,Avira Security,1.0.2604.8504,2026-04-19T03:47:03.1938269Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,5095,0,0,0,31232,49758208,482.300,605.800,747.700,33213.800,1,10000,1962.815,508.136
ext-sensitivity-ps1,avira,Avira Security,1.0.2604.8504,2026-04-19T03:47:18.2366551Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,5046,0,0,0,2560,63803392,474.000,620.400,832.600,47778.600,1,10000,1981.651,503.376
file-copy-large,avira,Avira Security,1.0.2604.8504,2026-04-19T03:45:26.9835401Z,file-copy-large,C:\bench\microbench\file-copy-large,0,829,0,0,0,0,0,35214.400,49133.700,49133.700,49133.700,1,10,27.020,36999.340
file-create-delete,avira,Avira Security,1.0.2604.8504,2026-04-19T03:44:35.7308005Z,file-create-delete,C:\bench\microbench\file-create-delete,0,2558,0,0,0,5632,29204480,481.600,626.100,924.000,28449.200,100,5000,1956.685,507.428
file-enum-large-dir,avira,Avira Security,1.0.2604.8504,2026-04-19T03:45:16.1332182Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,3912,0,0,0,0,57507840,2598.900,3079.800,4884.000,4884.000,1,50,370.589,2698.206
file-write-content,avira,Avira Security,1.0.2604.8504,2026-04-19T03:48:28.2188124Z,file-write-content,C:\bench\microbench\file-write-content,0,5191,0,0,0,0,51589120,490.200,609.000,769.000,38741.800,1,10000,1926.435,514.232
fs-watcher,avira,Avira Security,1.0.2604.8504,2026-04-19T03:51:51.7228103Z,fs-watcher,C:\bench\microbench\fs-watcher,0,4047,0,0,0,88576,29679616,770.400,920.400,1085.300,21512.500,1,5000,1273.426,783.749
hardlink-create,avira,Avira Security,1.0.2604.8504,2026-04-19T03:45:38.8016173Z,hardlink-create,C:\bench\microbench\hardlink-create,0,1812,0,0,0,0,0,357.500,458.400,498.300,1475.400,1,5000,2762.867,360.516
junction-create,avira,Avira Security,1.0.2604.8504,2026-04-19T03:45:49.7421875Z,junction-create,C:\bench\microbench\junction-create,0,926,0,0,0,0,9306112,449.700,513.800,602.400,1782.200,1,2000,2160.547,461.409
mem-alloc-protect,avira,Avira Security,1.0.2604.8504,2026-04-19T03:49:30.7622659Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,164,0,0,0,0,0,2.900,3.200,4.200,890.300,1,50000,324197.659,3.046
mem-map-file,avira,Avira Security,1.0.2604.8504,2026-04-19T03:49:51.8823740Z,mem-map-file,C:\bench\microbench\mem-map-file,0,11102,0,0,0,88576,106434560,1061.100,1427.200,1798.500,3817.300,1,10000,901.699,1108.693
net-connect-loopback,avira,Avira Security,1.0.2604.8504,2026-04-19T03:50:02.7854660Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,899,0,0,0,919552,0,402.900,587.400,952.400,1684.500,1,2000,2346.401,426.022
net-dns-resolve,avira,Avira Security,1.0.2604.8504,2026-04-19T03:50:19.2293828Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,6442,0,0,0,403968,9687040,1165.600,1876.600,2345.200,31999.000,1,5000,776.133,1288.298
new-exe-run,avira,Avira Security,1.0.2604.8504,2026-04-19T03:48:54.7570178Z,new-exe-run,C:\bench\microbench\new-exe-run,0,16527,0,0,0,3889664,14401536,309140.800,407086.200,429656.100,429656.100,1,50,3.025,330250.326
new-exe-run-motw,avira,Avira Security,1.0.2604.8504,2026-04-19T03:49:09.1536471Z,new-exe-run-motw,C:\bench\microbench\new-exe-run-motw,0,4384,0,0,0,0,12681216,86384.300,92554.000,112228.200,112228.200,1,50,11.403,87424.722
pipe-roundtrip,avira,Avira Security,1.0.2604.8504,2026-04-19T03:50:45.0228408Z,pipe-roundtrip,C:\bench\microbench\pipe-roundtrip,0,151,0,0,0,406528,53248,50.100,68.200,177.600,727.100,1,2000,17874.746,55.761
process-create-wait,avira,Avira Security,1.0.2604.8504,2026-04-19T03:46:18.0954212Z,process-create-wait,C:\bench\microbench\process-create-wait,0,18350,0,0,0,738816,110731264,36380.600,38958.200,42069.600,91629.100,1,500,27.248,36699.383
registry-crud,avira,Avira Security,1.0.2604.8504,2026-04-19T03:50:34.8598326Z,registry-crud,C:\bench\microbench\registry-crud,0,5636,0,0,0,0,151552,1101.500,1236.600,1526.500,3974.300,1,5000,887.299,1125.940
