scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,eset,ESET Security,19.1.12.0,2026-04-17T21:51:56.5782293Z,archive-extract,C:\bench\microbench\archive-extract,0,16065,0,0,0,31015424,328286208,1534941.200,2135424.100,2135424.100,2135424.100,1,10,0.623,1604513.010
com-create-instance,eset,ESET Security,19.1.12.0,2026-04-17T21:58:42.8587512Z,com-create-instance,C:\bench\microbench\com-create-instance,0,636,0,0,0,233472,16384,104.400,186.500,211.600,23091.700,1,5000,7863.110,127.105
crypto-hash-verify,eset,ESET Security,19.1.12.0,2026-04-17T21:58:32.2290395Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,244,0,0,0,0,0,40.500,42.700,56.000,216.700,1,5000,24256.796,41.197
dll-load-unique,eset,ESET Security,19.1.12.0,2026-04-17T21:54:41.0717934Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,10458,0,0,0,4096,4017074176,5107.400,6134.100,6954.200,16396.900,1,2000,191.248,5225.073
ext-sensitivity-dll,eset,ESET Security,19.1.12.0,2026-04-17T21:53:45.2350369Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,6124,0,0,0,0,46706688,583.100,763.100,1026.500,16344.600,1,10000,1632.835,611.069
ext-sensitivity-exe,eset,ESET Security,19.1.12.0,2026-04-17T21:53:29.1042819Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,6165,0,0,0,3584,44912640,589.200,708.200,1050.300,29767.700,1,10000,1622.130,614.725
ext-sensitivity-js,eset,ESET Security,19.1.12.0,2026-04-17T21:54:02.9134950Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,7653,0,0,0,31232,54624256,732.300,892.400,1319.100,29539.600,1,10000,1306.734,763.915
ext-sensitivity-ps1,eset,ESET Security,19.1.12.0,2026-04-17T21:54:20.6147916Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,7707,0,0,0,0,60243968,732.900,881.500,1353.700,17739.600,1,10000,1297.482,769.402
file-copy-large,eset,ESET Security,19.1.12.0,2026-04-17T21:52:20.8922797Z,file-copy-large,C:\bench\microbench\file-copy-large,0,865,0,0,0,0,104898560,37743.500,75977.500,75977.500,75977.500,1,10,24.569,40692.100
file-create-delete,eset,ESET Security,19.1.12.0,2026-04-17T21:51:30.5098270Z,file-create-delete,C:\bench\microbench\file-create-delete,0,2905,0,0,0,0,23740416,548.100,684.500,1051.100,21699.100,100,5000,1722.885,576.739
file-enum-large-dir,eset,ESET Security,19.1.12.0,2026-04-17T21:52:10.0170630Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,3435,0,0,0,278528,62590976,2601.100,3479.800,4623.900,4623.900,1,50,368.585,2712.966
file-write-content,eset,ESET Security,19.1.12.0,2026-04-17T21:56:22.4671198Z,file-write-content,C:\bench\microbench\file-write-content,0,91392,0,0,0,150087680,86208512,9083.800,10132.200,10673.400,32607.200,1,10000,109.420,9122.732
fs-watcher,eset,ESET Security,19.1.12.0,2026-04-17T21:59:17.4383903Z,fs-watcher,C:\bench\microbench\fs-watcher,0,5010,0,0,0,88576,30773248,917.500,1211.200,1427.100,17033.000,1,5000,1023.750,975.166
hardlink-create,eset,ESET Security,19.1.12.0,2026-04-17T21:52:32.7145221Z,hardlink-create,C:\bench\microbench\hardlink-create,0,1808,0,0,0,0,0,359.800,450.500,480.100,903.100,1,5000,2768.366,359.741
junction-create,eset,ESET Security,19.1.12.0,2026-04-17T21:52:43.4245943Z,junction-create,C:\bench\microbench\junction-create,0,705,0,0,0,0,0,337.900,398.100,591.000,1621.300,1,2000,2836.425,351.448
mem-alloc-protect,eset,ESET Security,19.1.12.0,2026-04-17T21:57:12.6608157Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,172,0,0,0,0,0,3.100,3.300,4.400,407.200,1,50000,308954.362,3.196
mem-map-file,eset,ESET Security,19.1.12.0,2026-04-17T21:57:28.3378575Z,mem-map-file,C:\bench\microbench\mem-map-file,0,5652,0,0,0,150016,40992768,548.100,655.200,891.000,2193.200,1,10000,1774.408,563.296
net-connect-loopback,eset,ESET Security,19.1.12.0,2026-04-17T21:57:39.9045529Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,1565,0,0,0,1148928,0,702.400,912.000,1306.100,34869.500,1,2000,1332.635,750.174
net-dns-resolve,eset,ESET Security,19.1.12.0,2026-04-17T21:57:50.9326022Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,1016,0,0,0,403968,0,201.200,217.500,232.900,27098.000,1,5000,4923.421,203.001
