scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:02:49.8039199Z,archive-extract,C:\bench\microbench\archive-extract,0,12839,0,0,0,35840,266776576,1271658.800,1327660.600,1327660.600,1327660.600,1,10,0.779,1283908.750
com-create-instance,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:07:34.5118508Z,com-create-instance,C:\bench\microbench\com-create-instance,0,469,0,0,0,143360,0,77.200,145.900,167.000,4294.400,1,5000,10673.944,93.614
crypto-hash-verify,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:07:24.0312720Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,254,0,0,0,417792,4096,40.500,44.000,57.500,184.000,1,5000,24182.545,41.326
dll-load-unique,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:05:08.3606233Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,7957,0,0,0,1986560,4014944256,3909.600,4584.000,5338.800,15945.200,1,2000,251.361,3975.047
ext-sensitivity-dll,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:04:24.3801514Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,3005,0,0,0,0,40865792,291.500,326.100,457.000,30363.600,1,10000,3327.373,299.598
ext-sensitivity-exe,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:04:11.3785490Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,3035,0,0,0,3072,57356288,290.000,326.400,530.300,55989.500,1,10000,3295.648,302.091
ext-sensitivity-js,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:04:37.4109500Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,3036,0,0,0,34304,50528256,282.800,332.400,716.700,30535.000,1,10000,3293.756,302.519
ext-sensitivity-ps1,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:04:50.3920188Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,2990,0,0,0,0,60370944,285.600,330.300,579.900,20476.200,1,10000,3343.909,298.075
file-copy-large,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:03:13.1642334Z,file-copy-large,C:\bench\microbench\file-copy-large,0,931,0,0,0,0,104882176,39366.100,98383.000,98383.000,98383.000,1,10,22.116,45205.520
file-create-delete,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:02:26.9590533Z,file-create-delete,C:\bench\microbench\file-create-delete,0,1473,0,0,0,135168,15933440,275.400,328.200,631.900,23513.800,100,5000,3425.039,288.598
file-enum-large-dir,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:03:02.2343386Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,2401,0,0,0,65536,62586880,2722.500,3227.300,5732.200,5732.200,1,50,360.286,2775.484
file-write-content,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:05:21.6838736Z,file-write-content,C:\bench\microbench\file-write-content,0,3321,0,0,0,2560,54689792,312.200,359.500,568.400,32929.900,1,10000,3011.911,327.407
fs-watcher,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:08:10.7375934Z,fs-watcher,C:\bench\microbench\fs-watcher,0,2207,0,0,0,121344,34926592,410.400,499.300,624.800,27242.200,1,5000,2389.504,417.309
hardlink-create,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:03:24.4326715Z,hardlink-create,C:\bench\microbench\hardlink-create,0,1261,0,0,0,0,14082048,247.500,329.900,359.500,1240.400,1,5000,3968.892,250.362
junction-create,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:03:35.0232885Z,junction-create,C:\bench\microbench\junction-create,0,586,0,0,0,32768,0,282.200,316.200,379.200,10328.900,1,2000,3412.323,292.008
mem-alloc-protect,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:06:06.8081963Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,168,0,0,0,0,0,3.000,5.400,6.600,420.800,1,50000,298882.181,3.306
mem-map-file,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:06:20.2314278Z,mem-map-file,C:\bench\microbench\mem-map-file,0,3411,0,0,0,154112,106455040,319.400,472.400,759.100,1948.900,1,10000,2935.273,340.428
net-connect-loopback,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:06:30.8136406Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,575,0,0,0,167936,0,270.300,357.100,632.000,2076.100,1,2000,3517.557,284.096
net-dns-resolve,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:06:41.7641113Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,957,0,0,0,8192,0,192.900,210.900,234.900,5248.100,1,5000,5225.015,191.264
new-exe-run,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:05:33.5720387Z,new-exe-run,C:\bench\microbench\new-exe-run,0,1886,0,0,0,20480,12464128,37504.200,39256.400,41320.500,41320.500,1,50,26.505,37353.072
new-exe-run-motw,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:05:45.4761268Z,new-exe-run-motw,C:\bench\microbench\new-exe-run-motw,0,1907,0,0,0,57344,12697600,37741.100,40651.100,42697.400,42697.400,1,50,26.212,37981.112
pipe-roundtrip,baseline-os,Windows Defender,4.18.2201.11,2026-04-17T20:52:10.3115838Z,pipe-roundtrip,C:\bench\microbench\pipe-roundtrip,0,132,0,0,0,352256,57344,57.900,69.100,146.700,637.400,1,2000,17231.664,57.834
process-create-wait,baseline-os,Windows Defender,4.18.2201.11,2026-04-16T05:03:58.3385470Z,process-create-wait,C:\bench\microbench\process-create-wait,0,13302,0,0,0,98304,0,26394.900,28093.000,32769.400,41018.400,1,500,37.587,26604.294
