scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:17:27.6084272Z,archive-extract,C:\bench\microbench\archive-extract,0,18408,0,0,0,29933056,274407424,1799409.600,2077840.300,2077840.300,2077840.300,1,10,0.543,1840608.590
com-create-instance,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:24:10.0340984Z,com-create-instance,C:\bench\microbench\com-create-instance,0,652,0,0,0,274432,114688,110.300,191.200,216.100,13733.700,1,5000,7674.630,130.210
crypto-hash-verify,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:23:59.3743727Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,256,0,0,0,718336,106496,40.500,44.000,56.600,124.200,1,5000,24134.815,41.406
dll-load-unique,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:20:06.7793583Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,10042,0,0,0,4096,4017541120,4909.900,6042.700,6899.700,10715.300,1,2000,199.159,5017.571
ext-sensitivity-dll,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:19:16.5065562Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,5101,0,0,0,512,67350528,482.200,648.100,750.200,11226.300,1,10000,1960.271,508.853
ext-sensitivity-exe,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:19:01.4033754Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,5136,0,0,0,102912,69148672,486.000,652.600,763.000,18503.800,1,10000,1947.117,511.935
ext-sensitivity-js,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:19:31.6118239Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,5095,0,0,0,31232,71467008,484.100,647.800,743.000,22533.300,1,10000,1962.679,508.234
ext-sensitivity-ps1,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:19:46.7299480Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,5108,0,0,0,30402048,60854272,484.400,640.500,774.200,17982.400,1,10000,1957.823,509.442
file-copy-large,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:17:52.1094597Z,file-copy-large,C:\bench\microbench\file-copy-large,0,860,0,0,0,0,104886272,35426.500,78818.900,78818.900,78818.900,1,10,25.088,39851.050
file-create-delete,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:16:59.1840212Z,file-create-delete,C:\bench\microbench\file-create-delete,0,2485,0,0,0,772608,15405056,478.100,530.100,639.500,23855.300,100,5000,2022.737,487.972
file-enum-large-dir,tencent-pcmgr,腾讯电脑管家系统防护,"17,1,20399,201",2026-04-19T17:17:41.2494354Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,3628,0,0,0,77299200,57933824,2745.100,3176.900,4967.600,4967.600,1,50,352.965,2833.032
