scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:35:36.6843182Z,archive-extract,C:\bench\microbench\archive-extract,0,28047,0,0,0,30483968,277307392,2747482.400,3038750.500,3038750.500,3038750.500,1,10,0.357,2802353.480
com-create-instance,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:42:07.1724761Z,com-create-instance,C:\bench\microbench\com-create-instance,0,1246,0,0,0,229376,0,225.400,318.300,344.300,29202.900,1,5000,4014.889,248.989
crypto-hash-verify,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:41:55.9108267Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,254,0,0,0,188416,0,40.500,46.400,61.400,679.200,1,5000,23980.171,41.676
dll-load-unique,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:39:12.9163194Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,48025,0,0,0,258405376,4031713280,23879.700,25736.200,26884.100,40428.900,1,2000,41.645,24004.403
ext-sensitivity-dll,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:37:39.4246664Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,7805,0,0,0,36864,57724928,757.000,851.200,1226.400,25331.600,1,10000,1281.255,779.061
ext-sensitivity-exe,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:37:21.6055947Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,7869,0,0,0,0,66277376,761.100,883.300,1300.800,25298.700,1,10000,1270.787,785.164
ext-sensitivity-js,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:37:57.2054858Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,7778,0,0,0,96768,61255680,751.700,859.500,1261.200,31796.400,1,10000,1285.727,776.243
ext-sensitivity-ps1,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:38:14.8865104Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,7685,0,0,0,0,53731328,742.900,896.600,1216.600,10659.300,1,10000,1301.273,767.113
file-copy-large,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:36:03.1116970Z,file-copy-large,C:\bench\microbench\file-copy-large,0,829,0,0,0,0,0,36492.600,40179.400,40179.400,40179.400,1,10,27.207,36744.680
file-create-delete,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:34:58.6086326Z,file-create-delete,C:\bench\microbench\file-create-delete,0,3939,0,0,0,457216,23937024,757.200,842.500,1215.700,18572.000,100,5000,1270.617,782.379
file-enum-large-dir,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:35:52.2748428Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,5564,0,0,0,120320,59359232,2651.100,3036.400,4622.800,4622.800,1,50,364.021,2746.968
file-write-content,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:39:31.0743786Z,file-write-content,C:\bench\microbench\file-write-content,0,8155,0,0,0,0,49897472,787.500,874.300,1226.100,23402.500,1,10000,1226.319,810.657
fs-watcher,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:42:40.6694329Z,fs-watcher,C:\bench\microbench\fs-watcher,0,5641,0,0,0,182784,33980416,1049.400,1313.200,1587.100,16977.100,1,5000,909.274,1098.259
hardlink-create,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:36:16.6365848Z,hardlink-create,C:\bench\microbench\hardlink-create,0,3522,0,0,0,90624,15880192,666.200,1002.700,1306.000,1953.700,1,5000,1421.655,701.768
junction-create,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:36:27.9043611Z,junction-create,C:\bench\microbench\junction-create,0,1259,0,0,0,32768,0,581.000,894.000,1127.200,10540.100,1,2000,1588.248,628.165
mem-alloc-protect,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:40:23.7704384Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,228,0,0,0,0,0,4.200,7.100,12.100,408.500,1,50000,219582.451,4.513
mem-map-file,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:40:39.6629149Z,mem-map-file,C:\bench\microbench\mem-map-file,0,5877,0,0,0,162304,106225664,559.700,750.200,1086.400,2202.400,1,10000,1708.187,585.156
net-connect-loopback,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:40:51.2265960Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,1547,0,0,0,796672,0,597.000,856.100,1309.200,54769.800,1,2000,1360.954,734.644
net-dns-resolve,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:41:02.8860167Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,1652,0,0,0,317952,0,320.400,353.200,381.700,32438.800,1,5000,3025.938,330.351
new-exe-run,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:39:46.6705508Z,new-exe-run,C:\bench\microbench\new-exe-run,0,5593,0,0,0,3385856,13082624,110517.800,117658.800,133829.100,133829.100,1,50,8.940,111622.818
new-exe-run-motw,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:40:02.2497908Z,new-exe-run-motw,C:\bench\microbench\new-exe-run-motw,0,5567,0,0,0,0,12673024,110424.700,116272.500,119606.600,119606.600,1,50,8.981,111143.532
pipe-roundtrip,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:41:35.5481745Z,pipe-roundtrip,C:\bench\microbench\pipe-roundtrip,0,182,0,0,0,463872,0,62.500,71.400,141.000,597.700,1,2000,15811.702,63.080
process-create-wait,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:37:03.7272378Z,process-create-wait,C:\bench\microbench\process-create-wait,0,25820,0,0,0,2560512,93712384,51028.100,54434.300,60352.500,143869.600,1,500,19.364,51640.034
registry-crud,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:41:25.3581750Z,registry-crud,C:\bench\microbench\registry-crud,0,12460,0,0,0,98304,11186176,2440.000,3005.100,3457.400,15650.000,1,5000,401.294,2490.013
ripgrep-clean-build,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:43:07.6337021Z,cargo build --release,C:\bench\ripgrep,0,16876,157859,8296,1645,316972032,86732800,,,,,0,0,0.000,0.000
ripgrep-incremental-build,emsisoft,Emsisoft Anti-Malware Home,2021.03.0.5617,2026-04-21T18:43:33.8451234Z,cargo build --release,C:\bench\ripgrep,0,6180,32203,1140,471,0,21164032,,,,,0,0,0.000,0.000
