scenario_id,av_name,av_product,av_version,timestamp_utc,command,working_dir,exit_code,wall_ms,user_cpu_ms,kernel_cpu_ms,peak_job_memory_mb,system_disk_read_bytes,system_disk_write_bytes,p50_us,p95_us,p99_us,max_us,micro_batch_size,micro_total_operations,micro_ops_per_sec,micro_mean_latency_us
archive-extract,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:34:00.9998763Z,archive-extract,C:\bench\microbench\archive-extract,0,14781,0,0,0,31136256,270110720,1441220.600,1627341.300,1627341.300,1627341.300,1,10,0.677,1476630.120
com-create-instance,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:39:11.5894107Z,com-create-instance,C:\bench\microbench\com-create-instance,0,693,0,0,0,143360,0,117.400,205.200,230.400,12775.100,1,5000,7228.203,138.268
crypto-hash-verify,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:39:00.8887769Z,crypto-hash-verify,C:\bench\microbench\crypto-hash-verify,0,290,0,0,0,294912,0,40.500,41.700,56.600,266.800,1,5000,24180.627,41.331
dll-load-unique,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:36:36.9736777Z,dll-load-unique,C:\bench\microbench\dll-load-unique,0,8676,0,0,0,1990656,4018708480,4217.200,5013.800,5850.200,17548.500,1,2000,230.529,4333.638
ext-sensitivity-dll,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:35:50.8464217Z,ext-sensitivity-dll,C:\bench\microbench\ext-sensitivity-dll,0,3959,0,0,0,53388288,56971264,385.800,438.600,817.600,10107.900,1,10000,2525.982,394.636
ext-sensitivity-exe,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:35:36.8845962Z,ext-sensitivity-exe,C:\bench\microbench\ext-sensitivity-exe,0,4105,0,0,0,163840,35454976,411.600,447.400,502.200,8693.900,1,10000,2436.338,408.812
ext-sensitivity-js,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:36:04.4504871Z,ext-sensitivity-js,C:\bench\microbench\ext-sensitivity-js,0,3606,0,0,0,100864,25305088,358.500,395.200,494.200,2872.200,1,10000,2773.163,359.598
ext-sensitivity-ps1,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:36:18.2893249Z,ext-sensitivity-ps1,C:\bench\microbench\ext-sensitivity-ps1,0,3813,0,0,0,0,57335808,381.900,419.100,487.900,8814.300,1,10000,2622.467,380.071
file-copy-large,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:34:24.7199507Z,file-copy-large,C:\bench\microbench\file-copy-large,0,898,0,0,0,16384,105984000,35073.500,81291.000,81291.000,81291.000,1,10,23.708,42171.710
file-create-delete,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:33:36.2102331Z,file-create-delete,C:\bench\microbench\file-create-delete,0,1858,0,0,0,450560,17416192,353.900,402.800,537.600,31924.700,100,5000,2697.036,366.736
file-enum-large-dir,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:34:13.8074400Z,file-enum-large-dir,C:\bench\microbench\file-enum-large-dir,0,2780,0,0,0,53248,59670528,2643.400,4127.000,6056.100,6056.100,1,50,348.698,2867.664
file-write-content,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:36:51.2373365Z,file-write-content,C:\bench\microbench\file-write-content,0,4266,0,0,0,67584,52523008,415.400,469.000,559.900,15216.600,1,10000,2344.216,421.459
fs-watcher,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:39:43.9681448Z,fs-watcher,C:\bench\microbench\fs-watcher,0,2782,0,0,0,125440,33542144,524.600,600.800,750.600,21151.500,1,5000,1883.697,529.708
hardlink-create,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:34:36.4516974Z,hardlink-create,C:\bench\microbench\hardlink-create,0,1729,0,0,0,0,0,342.600,431.200,469.700,996.900,1,5000,2896.064,343.786
junction-create,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:34:47.4528029Z,junction-create,C:\bench\microbench\junction-create,0,995,0,0,0,94208,0,460.000,654.500,1064.300,10945.800,1,2000,2010.674,495.877
mem-alloc-protect,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:37:42.2652246Z,mem-alloc-protect,C:\bench\microbench\mem-alloc-protect,0,197,0,0,0,0,0,3.600,3.800,4.400,369.200,1,50000,270390.265,3.662
mem-map-file,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:37:56.5232090Z,mem-map-file,C:\bench\microbench\mem-map-file,0,4247,0,0,0,293376,106377216,409.300,570.600,848.100,8514.800,1,10000,2361.658,423.167
net-connect-loopback,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:38:07.7946028Z,net-connect-loopback,C:\bench\microbench\net-connect-loopback,0,1273,0,0,0,110638080,466944,594.700,809.000,1010.100,1850.500,1,2000,1622.577,616.086
net-dns-resolve,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:38:18.9903850Z,net-dns-resolve,C:\bench\microbench\net-dns-resolve,0,1194,0,0,0,436736,32768,231.100,253.200,296.000,25683.200,1,5000,4187.679,238.679
new-exe-run,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:37:07.2958575Z,new-exe-run,C:\bench\microbench\new-exe-run,0,6050,0,0,0,567808,12247040,116498.600,136984.000,213214.100,213214.100,1,50,8.264,120777.586
new-exe-run-motw,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:37:20.5650433Z,new-exe-run-motw,C:\bench\microbench\new-exe-run-motw,0,3266,0,0,0,901120,13352960,64764.600,68042.800,78493.100,78493.100,1,50,15.307,65107.446
pipe-roundtrip,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:38:40.4991810Z,pipe-roundtrip,C:\bench\microbench\pipe-roundtrip,0,158,0,0,0,582656,0,60.800,70.000,127.800,668.700,1,2000,16509.156,60.398
process-create-wait,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:35:22.7690253Z,process-create-wait,C:\bench\microbench\process-create-wait,0,25310,0,0,0,20814848,5488640,47033.800,49615.700,54369.800,1720139.600,1,500,19.755,50619.727
registry-crud,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:38:30.3297213Z,registry-crud,C:\bench\microbench\registry-crud,0,1331,0,0,0,135168,32768,256.800,316.100,345.000,12538.000,1,5000,3756.194,265.873
ripgrep-clean-build,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:40:13.4958362Z,cargo build --release,C:\bench\ripgrep,0,19315,150156,7218,2126,335220736,95086080,,,,,0,0,0.000,0.000
ripgrep-incremental-build,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:40:39.5858641Z,cargo build --release,C:\bench\ripgrep,0,6040,31656,843,468,122880,21987328,,,,,0,0,0.000,0.000
roslyn-clean-build,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:44:41.2904551Z,"dotnet build ""C:\bench\roslyn\Roslyn.slnx"" -c Release /m /nr:false /p:RepositoryUrl=https://github.com/dotnet/roslyn /p:RepositoryCommit=358fc4c237c3ec174e66c5d6e430ba176bf793cf /p:RepositoryBranch=main",C:\bench\roslyn,0,220830,2947984,387437,7768,5891551232,32210079232,,,,,0,0,0.000,0.000
roslyn-incremental-build,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:46:08.2705675Z,"dotnet build ""C:\bench\roslyn\Roslyn.slnx"" -c Release /m /nr:false /p:RepositoryUrl=https://github.com/dotnet/roslyn /p:RepositoryCommit=358fc4c237c3ec174e66c5d6e430ba176bf793cf /p:RepositoryBranch=main",C:\bench\roslyn,0,66833,756406,199937,4909,140409344,1274572800,,,,,0,0,0.000,0.000
thread-create,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:37:32.0640665Z,thread-create,C:\bench\microbench\thread-create,0,1509,0,0,0,94208,0,260.100,501.000,822.400,12424.500,1,5000,3313.637,301.630
token-query,avast,Avast Antivirus,21.4.6162.0,2026-04-19T19:38:50.5992308Z,token-query,C:\bench\microbench\token-query,0,85,0,0,0,0,0,1.500,2.000,3.600,541.100,1,50000,594296.418,1.642
