scenario_id,av_name,av_product,av_version,baseline_name,sessions,baseline_sessions,steady_state_samples,baseline_steady_state_samples,mean_wall_ms,median_wall_ms,first_run_wall_ms,baseline_first_run_wall_ms,mean_cpu_ms,kernel_cpu_pct,baseline_kernel_cpu_pct,kernel_cpu_slowdown_pct,peak_memory_mb,system_disk_read_mb,baseline_system_disk_read_mb,system_disk_write_mb,baseline_system_disk_write_mb,slowdown_pct,first_run_slowdown_pct,cv_pct,baseline_cv_pct,median_p50_us,median_p95_us,median_p99_us,baseline_median_p95_us,p95_slowdown_pct,status
ext-sensitivity-dll,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,38951.8,40132.0,38123.0,3008.0,0.0,0.0,0.0,0.0,0,0.0,0.0,116.2,44.5,1225.1,1158.8,5.5,1.4,3952.6,4600.8,5094.2,332.6,1283.1,ok
ext-sensitivity-exe,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,26205.8,26228.5,26248.0,3008.0,0.0,0.0,0.0,0.0,0,0.2,0.0,204.7,42.5,767.8,768.4,0.4,1.0,2545.4,3079.6,3562.4,327.8,839.6,ok
ext-sensitivity-js,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,62053.8,62025.5,60901.0,3008.0,0.0,0.0,0.0,0.0,0,0.2,0.0,346.0,53.5,1933.6,1896.8,0.8,1.0,5968.4,8658.2,10306.5,335.0,2484.9,ok
ext-sensitivity-ps1,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,40583.0,40563.0,39883.0,2986.0,0.0,0.0,0.0,0.0,0,4.6,0.0,178.0,52.1,1260.5,1237.7,0.2,1.0,3997.4,4678.5,5653.2,329.5,1319.9,ok
file-copy-large,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,895.2,892.5,862.0,1004.0,0.0,0.0,0.0,0.0,0,0.0,0.1,100.5,100.1,-6.2,-9.5,0.8,1.4,37077.4,79443.6,79443.6,103532.1,-23.3,anomaly
file-create-delete,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,12570.8,12578.0,12662.0,1490.0,0.0,0.0,0.0,0.0,0,0.1,0.1,28.2,11.3,752.5,758.1,0.5,2.0,2433.8,3035.2,3523.1,321.5,843.9,ok
file-enum-large-dir,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,18048.2,18166.5,17552.0,2364.0,0.0,0.0,0.0,0.0,0,44.8,0.1,125.3,58.6,656.5,630.9,1.6,0.3,2616.4,3148.6,5659.6,3270.0,-3.7,ok
file-write-content,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,89013.2,88823.0,89653.0,3289.0,0.0,0.0,0.0,0.0,0,0.9,0.0,887.2,58.0,2591.2,2616.3,1.1,0.5,12605.8,14275.2,15220.0,362.8,3834.7,ok
fs-watcher,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,20198.5,20223.5,20608.0,2201.0,0.0,0.0,0.0,0.0,0,0.2,0.1,41.5,28.7,817.2,834.6,0.6,0.9,3896.4,4706.8,5297.4,487.6,865.4,ok
hardlink-create,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,7608.8,7662.0,7766.0,1246.0,0.0,0.0,0.0,0.0,0,42.0,0.0,12.4,9.2,504.7,512.9,2.3,0.8,1467.2,1983.8,2260.9,331.6,498.1,ok
junction-create,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,2035.0,2034.5,2027.0,581.0,0.0,0.0,0.0,0.0,0,0.1,0.0,7.5,2.5,238.0,236.7,0.4,1.5,979.6,1194.8,1600.6,346.8,244.5,ok
mem-alloc-protect,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,391.8,392.0,392.0,169.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.6,132.6,0.8,1.5,7.3,7.8,12.8,5.5,41.8,ok
mem-map-file,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,13719.0,13742.0,13817.0,3931.0,0.0,0.0,0.0,0.0,0,0.0,0.1,104.3,101.5,273.7,275.7,0.4,7.2,1303.4,1709.4,2109.6,510.2,235.0,ok
net-connect-loopback,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,680.8,680.0,693.0,577.0,0.0,0.0,0.0,0.0,0,1.0,0.2,0.1,0.0,18.9,21.2,0.5,1.2,305.1,413.2,647.8,359.0,15.1,ok
net-dns-resolve,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,1066.2,1071.5,1089.0,968.0,0.0,0.0,0.0,0.0,0,0.4,0.0,0.1,0.0,11.8,13.7,1.5,1.4,212.4,231.7,248.4,209.8,10.5,ok
new-exe-run,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,25503.5,25001.0,33467.0,1914.0,0.0,0.0,0.0,0.0,0,2.5,0.0,15.3,11.9,1198.1,1637.6,4.1,1.0,478865.0,742211.3,910793.5,40410.0,1736.7,ok
new-exe-run-motw,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,failed
pipe-roundtrip,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,156.2,153.5,146.0,132.0,0.0,0.0,0.0,0.0,0,0.4,0.3,0.0,0.0,5.1,0.0,7.5,4.4,56.8,89.4,162.0,116.0,-22.9,ok
process-create-wait,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,24889.0,24896.0,24981.0,13290.0,0.0,0.0,0.0,0.0,0,1.2,0.1,1.1,1.7,85.7,86.4,0.3,0.4,48640.4,51622.2,54325.4,28754.1,79.5,ok
registry-crud,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,10096.8,10126.0,10216.0,459.0,0.0,0.0,0.0,0.0,0,0.1,0.1,1.1,0.0,2123.1,2142.8,1.1,4.1,1921.6,2555.1,2904.2,120.2,2025.7,ok
ripgrep-clean-build,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,18344.5,18205.5,19651.0,14934.0,157366.2,4.1,3.9,0.2,2198,295.9,195.3,79.5,76.0,21.4,31.1,2.0,0.3,,,,,,ok
ripgrep-incremental-build,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,5845.0,5846.0,6044.0,6078.0,32733.8,2.5,2.1,0.3,478,0.0,0.0,20.0,19.4,-0.7,2.7,2.7,0.5,,,,,,anomaly
roslyn-clean-build,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,248340.8,247467.5,254204.0,216530.0,3554725.2,11.3,9.0,2.3,9097,6204.8,9876.2,30897.8,30580.6,20.1,23.3,1.3,2.0,,,,,,ok
roslyn-incremental-build,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,69109.8,68906.5,69286.0,63913.0,911698.2,16.5,15.2,1.3,5192,376.5,133.1,1261.2,1199.1,16.3,16.9,1.1,3.2,,,,,,ok
thread-create,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,1881.0,1874.5,1878.0,1202.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.2,0.0,59.9,60.2,0.9,0.8,345.8,549.8,611.8,318.0,72.9,ok
token-query,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,56.2,56.0,55.0,58.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9,-0.9,0.8,0.9,1.0,1.4,1.8,1.4,0.0,ok
wmi-query,trendmicro,Trend Micro Maximum Security,7.7,baseline-os,5,5,4,4,13228.5,13176.0,12804.0,13783.0,0.0,0.0,0.0,0.0,0,0.1,0.4,1.0,0.3,-5.9,-8.5,0.9,23.8,26049.4,28547.4,29644.7,30679.2,-6.9,anomaly
